,Event ID,Event Name,Category Bucket,Date (start),End Date,End Date Type,Location (State/US),old_deaths,Estimated Cost (2024$),Duration (Days),T1 Partial Recovery (days),T2 Full Recovery (days),V1,V2,V3,A1,A2,A3,R1,R2,R3,Vigilance Score,Agility Score,Resilience Score,Total Points,VAR Score (0-100),Source Type,Source Title,Source URL,Cost Estimate (Nominal USD),Cost Year (Nominal),Cost Range / Notes,Cost Source (URL/Citation),Notes,VAR Insight / Lessons Learned,Recovery Basis / Assumption,Recovery Confidence,Recovery Efficiency Score (1-5),Fatalities
28,E029,2014 California drought,Weather events (including storm-related outages),1/1/2014,12/31/2014,Actual,CA,,5334800000.0,364,180,1825,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,3951700000,2014.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Hydrologic and agricultural recovery lagged over multiple seasons.,Medium,3,0.0
29,E030,2015 South Carolina floods,Weather events (including storm-related outages),10/1/2015,10/5/2015,Actual,SC,,2657600000.0,4,14,240,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,1998200000,2015.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Basic restoration in weeks; broader public works/housing recovery over months.,Medium,3,0.0
30,E031,2016 Louisiana floods,Weather events (including storm-related outages),8/1/2016,8/15/2016,Actual,LA,,13300000000.0,14,21,365,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,10000000000,2016.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Flood cleanup and reentry took weeks; housing recovery roughly a year.,Medium,3,0.0
31,E032,2017 California wildfires,Fire,10/1/2017,10/15/2017,Actual,CA,,23226500000.0,14,45,1460,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,18005000000,2017.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Initial containment and service restoration were weeks; land-use/housing recovery lasted years.,High,2,0.0
32,E033,Hurricane Harvey,Weather events (including storm-related outages),8/25/2017,9/1/2017,Actual,TX,,160000000000.0,7,30,1095,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,1.25E+11,2017.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Partial restoration in weeks; housing and drainage recovery were multi-year.,High,2,0.0
33,E034,Hurricane Irma,Weather events (including storm-related outages),9/10/2017,9/12/2017,Actual,FL,,64000000000.0,2,21,540,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,50000000000,2017.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Critical restoration in weeks; full island/coastal recovery longer.,Medium,2,0.0
34,E035,Hurricane Maria,Weather events (including storm-related outages),9/20/2017,9/21/2017,Actual,PR,,115000000000.0,1,90,2555,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,90000000000,2017.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Puerto Rico utility and social recovery was prolonged and multi-year.,High,2,0.0
35,E036,Hurricane Michael,Weather events (including storm-related outages),10/10/2018,10/11/2018,Actual,FL,,31218800000.0,1,30,1095,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,24975000000,2018.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Severe housing and base-area impacts pushed full recovery into multi-year horizon.,High,2,0.0
36,E037,Hurricane Florence,Weather events (including storm-related outages),9/14/2018,9/17/2018,Actual,NC/SC,,30000000000.0,3,21,540,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,24000000000,2018.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Partial restoration in weeks; full housing/business recovery over many months.,Medium,2,0.0
37,E038,Camp Fire (CA wildfire),Fire,11/8/2018,11/25/2018,Actual,CA,,30000000000.0,17,60,1460,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,24000000000,2018.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Displacement and town reconstruction made full recovery a multi-year process.,High,3,0.0
38,E039,Fort Hood shooting,"Fatal shootings (schools, workplaces, worship)",11/5/2009,11/5/2009,Actual,TX,13,,0,2,60,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Operations stabilized quickly; community/institutional recovery took months.,Medium,4,13.0
39,E040,Sandy Hook Elementary shooting,"Fatal shootings (schools, workplaces, worship)",12/14/2012,12/14/2012,Actual,CT,26,,0,3,180,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",School-community stabilization took days; full social/institutional recovery extended well beyond a semester.,Medium,3,26.0
40,E041,Aurora theater shooting,"Fatal shootings (schools, workplaces, worship)",7/20/2012,7/20/2012,Actual,CO,12,,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Business/community stabilization was quick; longer psychological and legal recovery took months.,Medium,4,12.0
41,E042,Orlando Pulse nightclub shooting,"Fatal shootings (schools, workplaces, worship)",6/12/2016,6/12/2016,Actual,FL,49,,0,3,120,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Immediate stabilization was days; memorial/legal/community recovery extended months.,Medium,3,49.0
42,E043,Las Vegas Route 91 Harvest shooting,"Fatal shootings (schools, workplaces, worship)",10/1/2017,10/1/2017,Actual,NV,58,,0,4,120,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Large-scene stabilization took several days; broader event/community recovery took months.,Medium,3,58.0
43,E044,Sutherland Springs church shooting,"Fatal shootings (schools, workplaces, worship)",11/5/2017,11/5/2017,Actual,TX,26,,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Congregational/community recovery took months after rapid initial stabilization.,Medium,4,26.0
44,E045,Parkland (Marjory Stoneman Douglas) shooting,"Fatal shootings (schools, workplaces, worship)",2/14/2018,2/14/2018,Actual,FL,17,,0,3,150,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",School operations and security changes took time; fuller recovery extended across academic cycles.,Medium,3,17.0
45,E046,Tree of Life synagogue shooting,"Fatal shootings (schools, workplaces, worship)",10/27/2018,10/27/2018,Actual,PA,11,,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Community function resumed quickly but institutional and congregational recovery lasted months.,Medium,4,11.0
46,E047,El Paso Walmart shooting,"Fatal shootings (schools, workplaces, worship)",8/3/2019,8/3/2019,Actual,TX,23,,0,3,120,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents in 2020 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2020-070121.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Commercial/community normalization was months after rapid initial stabilization.,Medium,3,23.0
47,E048,Dayton entertainment district shooting,"Fatal shootings (schools, workplaces, worship)",8/4/2019,8/4/2019,Actual,OH,9,,0,1,60,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents in 2020 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2020-070121.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",District operations resumed relatively quickly; fuller recovery about two months.,Medium,4,9.0
48,E049,Boulder King Soopers shooting,"Fatal shootings (schools, workplaces, worship)",3/22/2021,3/22/2021,Actual,CO,10,,0,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents in 2021 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2021-052422.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Site and community recovery extended beyond immediate law-enforcement response.,Medium,4,10.0
49,E050,Uvalde school shooting,"Fatal shootings (schools, workplaces, worship)",5/24/2022,5/24/2022,Actual,TX,21,,0,5,180,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents in 2022 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2022-042623.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.","School governance, investigations, and community trust recovery extended long after immediate stabilization.",Medium,3,21.0
50,E051,Buffalo Tops shooting,"Fatal shootings (schools, workplaces, worship)",5/14/2022,5/14/2022,Actual,NY,10,,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents in 2022 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2022-042623.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Retail and neighborhood stabilization was days; broader social/economic recovery months.,Medium,4,10.0
51,E052,"Lewiston, Maine shootings","Fatal shootings (schools, workplaces, worship)",10/25/2023,10/27/2023,Actual,ME,18,,2,3,120,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Federal report (FBI),FBI: Active Shooter Incidents in 2023 (PDF),https://www.fbi.gov/file-repository/2023-active-shooter-report-062124.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Cost estimate pending; decide team-wide method for shootings.,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Manhunt and reopening took several days; community/business normalization took months.,Medium,3,18.0
52,E053,Hurricane Rita,Weather events (including storm-related outages),9/24/2005,9/24/2005,Actual,TX/LA (US),120,27000000000.0,0,21,365,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,Use NOAA CPI-adjusted event cost.,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.","Storm recovery overlapped wider Gulf Coast strains, pushing full normalization about a year.",Medium,3,120.0
53,E054,BP Texas City refinery explosion,Other mass-casualty / infrastructure / terror,3/23/2005,3/23/2005,Actual,TX,15,,0,30,1095,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,U.S. Chemical Safety Board case page: BP America Refinery Explosion,https://www.csb.gov/bp-america-refinery-explosion/,Industrial accident; add cost later from CSB/industry sources.,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Operational restart and systemic safety remediation took years.,High,2,15.0
54,E055,Graniteville chlorine release,Other mass-casualty / infrastructure / terror,1/6/2005,1/6/2005,Actual,SC,9,,0,7,365,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,"NTSB Railroad Accident Report (Graniteville, SC)",https://www.ntsb.gov/investigations/AccidentReports/Reports/RAR0504.pdf,Freight train collision and chlorine release.,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Immediate hazardous-area stabilization was rapid; fuller local/economic recovery about a year.,Medium,3,9.0
55,E056,Hurricane Gustav,Weather events (including storm-related outages),9/1/2008,9/3/2008,Actual,LA (US),153,8000000000.0,2,14,240,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Services returned within weeks; full community/infrastructure recovery took months.,Medium,3,153.0
56,E057,Chatsworth Metrolink collision,Other mass-casualty / infrastructure / terror,9/12/2008,9/12/2008,Actual,CA,25,,0,7,180,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,NTSB Railroad Accident Report (Chatsworth collision),https://www.ntsb.gov/investigations/AccidentReports/Reports/RAR1001.pdf,,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Service stabilization was quicker than litigation/rail confidence recovery.,Medium,3,25.0
57,E058,Washington Metro Red Line collision,Other mass-casualty / infrastructure / terror,6/22/2009,6/22/2009,Actual,DC,9,,0,3,120,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,NTSB Railroad Accident Report (WMATA Red Line collision),https://www.ntsb.gov/investigations/AccidentReports/Reports/RAR1002.pdf,,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Service adjustments were fast; full safety/trust recovery took months.,Medium,3,9.0
58,E059,San Bruno natural gas pipeline explosion,Other mass-casualty / infrastructure / terror,9/9/2010,9/9/2010,Actual,CA,8,,0,14,730,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,Official report,NTSB Pipeline Accident Report (San Bruno),https://www.ntsb.gov/investigations/AccidentReports/Reports/PAR1101.pdf,,,,,,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",Utilities stabilized in weeks; neighborhood and regulatory recovery extended years.,High,2,8.0
59,E060,Oikos University shooting,"Fatal shootings (schools, workplaces, worship)",4/2/2012,4/2/2012,Actual,CA,7,,0,1,45,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Institutional stabilization was fast; fuller community recovery took several weeks.,Medium,4,7.0
60,E061,Santa Monica College shooting,"Fatal shootings (schools, workplaces, worship)",6/7/2013,6/7/2013,Actual,CA,6,,0,1,45,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Campus operations resumed quickly; community recovery within several weeks.,Medium,4,
