event_id,event,category,start_date,end_date,end_date_type,location,fatalities,estimated_cost_2024,cost_was_imputed,cost_estimation_method,cost_impact,duration_days,t1_partial_recovery_days,t2_full_recovery_days,v1,v2,v3,a1,a2,a3,r1,r2,r3,vigilance,agility,resilience,total_points,var_score,recovery_efficiency,recovery_confidence,insight,notes,source_type,source_title,source_url,cost_estimate_nominal_usd,cost_year_nominal,cost_range_notes,cost_source_url_citation,recovery_basis_assumption
E029,2014 California drought,Weather events (including storm-related outages),2014-01-01,2014-12-31,Actual,CA,0.0,5334800000.0,False,source,High,364,180,1825,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,3951700000,2014.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Hydrologic and agricultural recovery lagged over multiple seasons.
E030,2015 South Carolina floods,Weather events (including storm-related outages),2015-10-01,2015-10-05,Actual,SC,0.0,2657600000.0,False,source,High,4,14,240,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,1998200000,2015.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Basic restoration in weeks; broader public works/housing recovery over months.
E031,2016 Louisiana floods,Weather events (including storm-related outages),2016-08-01,2016-08-15,Actual,LA,0.0,13300000000.0,False,source,High,14,21,365,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,10000000000,2016.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Flood cleanup and reentry took weeks; housing recovery roughly a year.
E032,2017 California wildfires,Fire,2017-10-01,2017-10-15,Actual,CA,0.0,23226500000.0,False,source,High,14,45,1460,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,18005000000,2017.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Initial containment and service restoration were weeks; land-use/housing recovery lasted years.
E033,Hurricane Harvey,Weather events (including storm-related outages),2017-08-25,2017-09-01,Actual,TX,0.0,160000000000.0,False,source,High,7,30,1095,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,1.25E+11,2017.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Partial restoration in weeks; housing and drainage recovery were multi-year.
E034,Hurricane Irma,Weather events (including storm-related outages),2017-09-10,2017-09-12,Actual,FL,0.0,64000000000.0,False,source,High,2,21,540,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,50000000000,2017.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Critical restoration in weeks; full island/coastal recovery longer.
E035,Hurricane Maria,Weather events (including storm-related outages),2017-09-20,2017-09-21,Actual,PR,0.0,115000000000.0,False,source,High,1,90,2555,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,90000000000,2017.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Puerto Rico utility and social recovery was prolonged and multi-year.
E036,Hurricane Michael,Weather events (including storm-related outages),2018-10-10,2018-10-11,Actual,FL,0.0,31218800000.0,False,source,High,1,30,1095,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,24975000000,2018.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Severe housing and base-area impacts pushed full recovery into multi-year horizon.
E037,Hurricane Florence,Weather events (including storm-related outages),2018-09-14,2018-09-17,Actual,NC/SC,0.0,30000000000.0,False,source,High,3,21,540,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,2,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,24000000000,2018.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Partial restoration in weeks; full housing/business recovery over many months.
E038,Camp Fire (CA wildfire),Fire,2018-11-08,2018-11-25,Actual,CA,0.0,30000000000.0,False,source,High,17,60,1460,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,High,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",Cost from NOAA NCEI Billion-Dollar Weather and Climate Disasters (CPI-adjusted to 2024; values in millions).,Official dataset (NOAA),NOAA Billion-Dollar Weather & Climate Disasters (Events PDF),https://www.ncei.noaa.gov/access/billions/events.pdf,24000000000,2018.0,NOAA reports event-level loss estimates; see methodology on NCEI site.,https://www.ncei.noaa.gov/access/billions/,Displacement and town reconstruction made full recovery a multi-year process.
E039,Fort Hood shooting,"Fatal shootings (schools, workplaces, worship)",2009-11-05,2009-11-05,Actual,TX,13.0,19581250.0,True,imputed_category_cpf,Low,0,2,60,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Operations stabilized quickly; community/institutional recovery took months.
E040,Sandy Hook Elementary shooting,"Fatal shootings (schools, workplaces, worship)",2012-12-14,2012-12-14,Actual,CT,26.0,39162500.0,True,imputed_category_cpf,Low,0,3,180,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,3,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),School-community stabilization took days; full social/institutional recovery extended well beyond a semester.
E041,Aurora theater shooting,"Fatal shootings (schools, workplaces, worship)",2012-07-20,2012-07-20,Actual,CO,12.0,18075000.0,True,imputed_category_cpf,Low,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Business/community stabilization was quick; longer psychological and legal recovery took months.
E042,Orlando Pulse nightclub shooting,"Fatal shootings (schools, workplaces, worship)",2016-06-12,2016-06-12,Actual,FL,49.0,73806250.0,True,imputed_category_cpf,Medium,0,3,120,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,3,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Immediate stabilization was days; memorial/legal/community recovery extended months.
E043,Las Vegas Route 91 Harvest shooting,"Fatal shootings (schools, workplaces, worship)",2017-10-01,2017-10-01,Actual,NV,58.0,87362500.0,True,imputed_category_cpf,Medium,0,4,120,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,3,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Large-scene stabilization took several days; broader event/community recovery took months.
E044,Sutherland Springs church shooting,"Fatal shootings (schools, workplaces, worship)",2017-11-05,2017-11-05,Actual,TX,26.0,39162500.0,True,imputed_category_cpf,Low,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Congregational/community recovery took months after rapid initial stabilization.
E045,Parkland (Marjory Stoneman Douglas) shooting,"Fatal shootings (schools, workplaces, worship)",2018-02-14,2018-02-14,Actual,FL,17.0,25606250.0,True,imputed_category_cpf,Low,0,3,150,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,3,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),School operations and security changes took time; fuller recovery extended across academic cycles.
E046,Tree of Life synagogue shooting,"Fatal shootings (schools, workplaces, worship)",2018-10-27,2018-10-27,Actual,PA,11.0,16568750.0,True,imputed_category_cpf,Low,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents 2000–2018 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2018.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Community function resumed quickly but institutional and congregational recovery lasted months.
E047,El Paso Walmart shooting,"Fatal shootings (schools, workplaces, worship)",2019-08-03,2019-08-03,Actual,TX,23.0,34643750.0,True,imputed_category_cpf,Low,0,3,120,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,3,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents in 2020 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2020-070121.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Commercial/community normalization was months after rapid initial stabilization.
E048,Dayton entertainment district shooting,"Fatal shootings (schools, workplaces, worship)",2019-08-04,2019-08-04,Actual,OH,9.0,13556250.0,True,imputed_category_cpf,Low,0,1,60,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents in 2020 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2020-070121.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),District operations resumed relatively quickly; fuller recovery about two months.
E049,Boulder King Soopers shooting,"Fatal shootings (schools, workplaces, worship)",2021-03-22,2021-03-22,Actual,CO,10.0,15062500.0,True,imputed_category_cpf,Low,0,2,75,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents in 2021 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2021-052422.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Site and community recovery extended beyond immediate law-enforcement response.
E050,Uvalde school shooting,"Fatal shootings (schools, workplaces, worship)",2022-05-24,2022-05-24,Actual,TX,21.0,31631250.0,True,imputed_category_cpf,Low,0,5,180,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,3,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents in 2022 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2022-042623.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),"School governance, investigations, and community trust recovery extended long after immediate stabilization."
E051,Buffalo Tops shooting,"Fatal shootings (schools, workplaces, worship)",2022-05-14,2022-05-14,Actual,NY,10.0,15062500.0,True,imputed_category_cpf,Low,0,2,90,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents in 2022 (PDF),https://www.fbi.gov/file-repository/active-shooter-incidents-in-the-us-2022-042623.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Retail and neighborhood stabilization was days; broader social/economic recovery months.
E052,"Lewiston, Maine shootings","Fatal shootings (schools, workplaces, worship)",2023-10-25,2023-10-27,Actual,ME,18.0,27112500.0,True,imputed_category_cpf,Low,2,3,120,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,3,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",Cost estimate pending; decide team-wide method for shootings.,Federal report (FBI),FBI: Active Shooter Incidents in 2023 (PDF),https://www.fbi.gov/file-repository/2023-active-shooter-report-062124.pdf,,,"TBD — no single standardized, widely accepted per-event cost estimate; consider documenting direct costs (medical, legal, security upgrades) and/or using a consistent proxy.",(to be added),Manhunt and reopening took several days; community/business normalization took months.
E053,Hurricane Rita,Weather events (including storm-related outages),2005-09-24,2005-09-24,Actual,TX/LA (US),120.0,27000000000.0,False,source,High,0,21,365,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,Use NOAA CPI-adjusted event cost.,,,,"Storm recovery overlapped wider Gulf Coast strains, pushing full normalization about a year."
E054,BP Texas City refinery explosion,Other mass-casualty / infrastructure / terror,2005-03-23,2005-03-23,Actual,TX,15.0,476851970.5222685,True,imputed_category_cpf,Medium,0,30,1095,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,2,High,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,U.S. Chemical Safety Board case page: BP America Refinery Explosion,https://www.csb.gov/bp-america-refinery-explosion/,Industrial accident; add cost later from CSB/industry sources.,,,,Operational restart and systemic safety remediation took years.
E055,Graniteville chlorine release,Other mass-casualty / infrastructure / terror,2005-01-06,2005-01-06,Actual,SC,9.0,286111182.3133611,True,imputed_category_cpf,Medium,0,7,365,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,3,Medium,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,"NTSB Railroad Accident Report (Graniteville, SC)",https://www.ntsb.gov/investigations/AccidentReports/Reports/RAR0504.pdf,Freight train collision and chlorine release.,,,,Immediate hazardous-area stabilization was rapid; fuller local/economic recovery about a year.
E056,Hurricane Gustav,Weather events (including storm-related outages),2008-09-01,2008-09-03,Actual,LA (US),153.0,8000000000.0,False,source,High,2,14,240,2,2,2,2,3,2,2,2,2,6,7,6,19,105.6,3,Medium,"Vigilance generally depends on forecasting and early warning systems. In this event, warnings likely existed but preparedness and infrastructure exposure determined the severity. Agility is reflected in evacuation, emergency response, and restoration of power and services. Resilience comes from rebuilding infrastructure, improving disaster planning, and strengthening mitigation policies. The key decision lesson is that proactive infrastructure investment and evacuation planning significantly reduce disaster impact.",,Official dataset,NOAA/NCEI Billion-Dollar Disasters - Events,https://www.ncei.noaa.gov/access/billions/events,,,,,Services returned within weeks; full community/infrastructure recovery took months.
E057,Chatsworth Metrolink collision,Other mass-casualty / infrastructure / terror,2008-09-12,2008-09-12,Actual,CA,25.0,794753284.2037808,True,imputed_category_cpf,High,0,7,180,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,3,Medium,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,NTSB Railroad Accident Report (Chatsworth collision),https://www.ntsb.gov/investigations/AccidentReports/Reports/RAR1001.pdf,,,,,Service stabilization was quicker than litigation/rail confidence recovery.
E058,Washington Metro Red Line collision,Other mass-casualty / infrastructure / terror,2009-06-22,2009-06-22,Actual,DC,9.0,286111182.3133611,True,imputed_category_cpf,Medium,0,3,120,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,3,Medium,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,NTSB Railroad Accident Report (WMATA Red Line collision),https://www.ntsb.gov/investigations/AccidentReports/Reports/RAR1002.pdf,,,,,Service adjustments were fast; full safety/trust recovery took months.
E059,San Bruno natural gas pipeline explosion,Other mass-casualty / infrastructure / terror,2010-09-09,2010-09-09,Actual,CA,8.0,254321050.94520986,True,imputed_category_cpf,Medium,0,14,730,2,1,2,2,2,2,2,2,2,5,6,6,17,94.4,2,High,"Vigilance concerns whether warning signals or risk indicators were identified before the incident. Agility reflects the effectiveness and speed of emergency response once the crisis began. Resilience involves recovery efforts, policy reforms, and institutional learning that followed the event. The key lesson is that organizations must continuously improve monitoring, coordination, and recovery planning to strengthen readiness.",,Official report,NTSB Pipeline Accident Report (San Bruno),https://www.ntsb.gov/investigations/AccidentReports/Reports/PAR1101.pdf,,,,,Utilities stabilized in weeks; neighborhood and regulatory recovery extended years.
E060,Oikos University shooting,"Fatal shootings (schools, workplaces, worship)",2012-04-02,2012-04-02,Actual,CA,7.0,10543750.0,True,imputed_category_cpf,Low,0,1,45,1,1,1,2,2,2,2,2,1,3,6,5,14,77.8,4,Medium,"Vigilance relates to recognizing behavioral or security warning signs before the attack. Agility reflects how quickly law enforcement and emergency services responded once the incident began. Resilience involves policy changes, improved threat‑reporting systems, and strengthened security practices after the event. The key lesson for decision‑makers is that early threat detection and coordinated emergency response systems can reduce casualties.",,Official report,"FBI Active Shooter Incidents 20-Year Review, 2000-2019",https://www.fbi.gov/file-repository/active-shooter-incidents-20-year-review-2000-2019-060121.pdf,,,,,Institutional stabilization was fast; fuller community recovery took several weeks.
